,Berdichev,Україна-64,Kremenchuk - Zazuliak Team,Chess dream (Ivano-Frankivsk),Kherson Atlant,Рогатин,Zhydachiv chess team,ЛША тренер МГ Фірман Назар,KHARKIV REGIONAL PALACE,Кривбас- Кривий Ріг,КПДЮ-1,Школа Інтелектуального Розвитку Розвій,DOLYNACHESS (Шахова Долина),Вінницька шахова школа,ШШК 15,Лозовской ШШК,Шахтар Кристинопіль,Team Zaporizhzhia Region | Збірна Запорізької області,MARAMARA,Тисмениця,The Chess Elite (Stryi L'viv Region),POLTAVA,Метрополитен 90 и старше. Харьков,Рівне,МенаКлубШахмат,Myrhorod Chess Club - Yavorovsky Team,Колос (Бучач),Івано-Франківська ДЮСШ №3,Team Odessa,Ukrainian national team,
18:44:04,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:05,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:06,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:07,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:08,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:09,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:10,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:11,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:12,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:13,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:14,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,70,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:15,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:16,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:17,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:18,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,50,65,50,26,116,0,66,5,
18:44:19,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,52,65,50,26,116,0,66,8,
18:44:20,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,52,65,50,26,116,0,66,8,
18:44:21,56,23,74,0,86,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,52,65,50,26,116,0,66,8,
18:44:22,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:23,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:24,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:25,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:26,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:27,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:28,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:29,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:30,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:31,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:32,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:33,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:34,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:35,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:36,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:37,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:38,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:39,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,65,70,56,65,50,26,116,0,66,8,
18:44:40,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,56,66,50,26,116,0,66,8,
18:44:41,56,23,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,56,66,50,26,116,0,66,8,
18:44:42,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:43,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:44,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:45,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:46,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:47,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:48,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:49,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:50,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:51,56,27,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:52,56,29,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:53,56,29,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:54,56,29,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:55,56,29,74,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:56,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:57,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:58,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:44:59,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,26,116,0,66,8,
18:45,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,28,116,0,66,8,
18:45:01,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,50,28,116,0,66,8,
18:45:02,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:03,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:04,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:05,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:06,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:07,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:08,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,66,8,
18:45:09,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:10,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:11,56,29,77,0,88,31,48,0,0,97,60,21,39,0,12,72,59,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:12,56,29,79,0,88,31,48,0,0,97,60,21,39,0,12,72,63,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:13,56,29,79,0,88,31,48,0,0,97,60,21,39,0,12,72,63,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:14,56,29,79,0,88,31,48,0,0,97,60,21,39,0,12,72,63,0,0,11,67,70,58,66,52,28,116,0,68,8,
18:45:15,56,29,79,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:16,56,29,79,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:17,56,29,79,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:18,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:19,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:20,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:21,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:22,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:23,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:24,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:25,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:26,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:27,56,29,80,0,88,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:28,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:29,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:30,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:31,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:32,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:33,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:34,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:35,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:36,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:37,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:38,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:39,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:40,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:41,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:42,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:43,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:44,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:45,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:46,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:47,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:48,56,29,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:49,56,31,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:50,56,31,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:51,56,31,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:52,56,31,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:53,56,31,80,0,89,34,48,0,0,97,60,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:54,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:55,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:56,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:57,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:58,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:45:59,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:46,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:46:01,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:46:02,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:46:03,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,70,8,
18:46:04,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:05,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:06,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:07,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:08,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:09,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:10,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:11,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:12,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:13,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,116,0,74,8,
18:46:14,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:15,56,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:16,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:17,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:18,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:19,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:20,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:21,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:22,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:23,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:24,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,66,52,28,119,0,74,8,
18:46:25,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:26,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:27,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:28,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:29,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:30,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:31,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:32,60,31,80,0,89,34,48,0,0,97,62,21,39,0,14,72,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:33,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,67,70,58,68,52,28,119,0,74,8,
18:46:34,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,67,70,58,68,52,28,119,0,76,8,
18:46:35,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,67,70,58,68,52,28,119,0,76,8,
18:46:36,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,67,70,58,68,52,28,119,0,76,8,
18:46:37,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,67,70,58,68,52,28,119,0,76,8,
18:46:38,60,31,80,0,89,34,48,0,0,99,62,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:39,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:40,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:41,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:42,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:43,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:44,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:45,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:46,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:47,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:48,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:49,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:50,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:51,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:52,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:53,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:54,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:55,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:56,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:57,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:58,60,31,80,0,89,34,48,0,0,99,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:46:59,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:01,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:02,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:03,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:04,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:05,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:06,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:07,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,68,52,28,119,0,76,8,
18:47:08,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:09,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:10,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:11,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:12,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:13,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:14,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:15,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:16,60,31,80,0,93,34,48,0,0,101,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:17,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:18,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:19,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:20,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:21,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:22,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:23,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:24,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:25,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
18:47:26,60,31,80,0,93,34,48,0,0,103,64,21,39,0,14,73,63,0,0,11,71,70,58,72,52,28,119,0,79,8,
